id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng
103079215120,17,The Rustic Table,4340,US,Tulsa,36.168,-95.851
42949672977,18,The Harvest Room,89646,US,Lancaster,40.057,-76.331
214748364814,15,The Pearl Kitchen,92040,US,Chico,39.726,-121.837
171798691900,61,Blue Water Bistro,65939,GB,London,51.519,-0.087
266287972429,78,The Hot Spot,11263,GB,London,51.527,-0.130
128849018892,13,The Firehouse,5679,US,Saint Ann,38.715,-90.408
240518168597,22,The Red Pepper,93164,US,Philadelphia,39.907,-75.150
257698037828,69,Dragonfly Cafe,26468,GB,Paddington,51.516,-0.175
120259084293,6,The Daily Grind,59829,US,Mobile,30.684,-88.062
154618822732,77,Harvest Kitchen,41484,GB,London,51.520,-0.212
154618822738,83,The Pantry,41484,NL,Amsterdam,52.386,4.847
120259084295,8,The Green Olive,59829,US,Mesa,33.416,-111.714
8589934645,54,The Spice House,12630,FR,Paris,48.902,2.360
154618822703,48,The Local Cafe,41484,AT,Vienna,48.196,16.383
231928234020,37,Cafe Crepe,33573,AT,Vienna,48.204,16.373
231928233988,5,The Hungry Hippo,33573,US,Pinetop,34.135,-109.950
128849018937,58,A Tasty Bite,5679,FR,Paris,48.873,2.300
103079215105,2,Bella Cucina,4340,US,Miami,25.579,-80.367
206158430258,51,The Pizzeria,53370,AT,Vienna,48.195,16.369
146028888071,8,The Green Olive,70611,US,Madison,33.557,-83.475
206158430245,38,Cafe Viva,53370,US,Cody,44.526,-109.058
85899345921,2,Bella Cucina,18952,US,Staten Island,-6.195,106.824
180388626479,48,The Local Cafe,7531,FR,Paris,48.860,2.344
231928233986,3,Spice Bazaar,33573,US,Harvey,29.890,-90.058
42949672995,36,Blue Ocean Grill,89646,US,Burlington,44.479,-73.219
128849018938,59,Azalea Cafe,5679,FR,Paris,48.874,2.298
180388626499,68,Delish Cafe,7531,NL,Amsterdam Zuidoost,52.305,4.948
85899345960,41,The Daily Bread,18952,US,Griante,45.988,9.234
17179869213,30,The Wine Cellar,10902,US,Geneva,42.857,-77.006
68719476785,50,The Pancake House,77517,US,Gresham,49.803,9.921
154618822667,12,The Wooden Spoon,41484,US,Soddy Daisy,35.251,-85.181
146028888139,76,Happy Hour Cafe,70611,GB,London,51.500,-0.160
62,63,Cafe Paris,47732,GB,London,51.512,-0.203
146028888110,47,The Juicy Burger,70611,IT,Milan,45.491,9.161
163208757260,13,The Firehouse,96638,US,Saint Robert,37.824,-92.150
8589934658,67,Crimson and Clover,12630,GB,London,51.526,-0.114
60129542165,22,The Red Pepper,71555,US,Golden,39.756,-105.222
94489280523,12,The Wooden Spoon,95399,US,Bishop,37.363,-118.396
8589934619,28,The Spicy Pickle,12630,US,Fontana,42.549,-88.576
266287972365,14,The Gourmet Garden,11263,US,Charles Town,39.293,-77.851
154618822692,37,Cafe Crepe,41484,US,Lebanon,45.314,6.540
197568495624,9,The Grill House,24784,US,Ontario,34.069,-117.563
77309411357,30,The Wine Cellar,78190,US,Springfield,44.084,-123.040
17179869248,65,Chef's Corner,10902,FR,Paris,48.875,2.325
8589934617,26,The Silver Spoon,12630,ES,Barcelona,41.394,2.163
206158430255,48,The Local Cafe,53370,US,Walker,47.091,-94.572
60129542185,42,The Daily Scoop,71555,AT,Vienna,48.220,16.360
146028888072,9,The Grill House,70611,US,Atlanta,33.849,-84.365
231928234031,48,The Local Cafe,33573,FR,Paris,48.873,2.324
206158430254,47,The Juicy Burger,53370,US,Finlayson,46.180,-92.855
128849018934,55,The Steak House,5679,FR,Paris,48.869,2.300
17179869202,19,The Tasting Room,10902,US,Colorado Springs,38.808,-104.727
214748364846,47,The Juicy Burger,92040,FR,Paris,48.848,2.342
171798691898,59,Azalea Cafe,65939,GB,London,51.515,-0.148
206158430274,67,Crimson and Clover,53370,FR,Paris,48.873,2.347
206158430281,74,Garden of Eatin',53370,GB,London,51.498,-0.180
94489280545,34,The Tasty Treat,95399,US,Wolfeboro,43.578,-71.196
188978561064,41,The Daily Bread,3642,IT,Milan,45.478,9.202
34359738391,24,The Fisherman's Catch,50333,US,Mableton,45.422,12.376
146028888076,13,The Firehouse,70611,US,Henderson,36.334,-78.441
77309411383,56,The Waffle House,78190,GB,London,51.461,-0.276
85899345953,34,The Tasty Treat,18952,US,Watertown,44.892,-97.061
137438953476,5,The Hungry Hippo,11038,US,Amarillo,35.189,-101.920
103079215118,15,The Pearl Kitchen,4340,US,West Memphis,35.160,-90.158
77309411384,57,The Yellow Submarine,78190,GB,London,51.491,-0.144
8589934630,39,Cinnamon Grill,12630,AT,Vienna,48.216,16.369
266287972360,9,The Grill House,11263,US,Sallisaw,35.451,-94.806
163208757304,57,The Yellow Submarine,96638,FR,Paris,48.869,2.289
137438953516,45,The Green Bean,11038,FR,Paris,48.872,2.338
180388626497,66,City Bites,7531,GB,London,51.521,-0.263
111669149757,62,Cafe Luminoso,84488,GB,London,51.573,-0.223
214748364866,67,Crimson and Clover,92040,GB,London,51.494,-0.175
266287972357,6,The Daily Grind,11263,US,San Diego,32.726,-117.224
31,32,The Orange Peeler,47732,US,Jackson,43.483,-110.765
58,59,Azalea Cafe,47732,GB,London,51.494,-0.137
85899345958,39,Cinnamon Grill,18952,IT,Milan,45.485,9.212
120259084333,46,The Italian Table,59829,FR,Paris,48.874,2.306
34359738371,4,The Blue Plate,50333,US,Las Vegas,36.172,-115.146
163208757277,30,The Wine Cellar,96638,ES,Barcelona,41.387,2.197
163208757285,38,Cafe Viva,96638,US,Bay City,43.597,-83.891
111669149735,40,Crimson Cafe,84488,AT,Vienna,48.195,16.340
257698037809,50,The Pancake House,26468,FR,Paris,48.856,2.366
266287972409,58,A Tasty Bite,11263,FR,Paris,48.871,2.327
171798691862,23,The Hungry Pig,65939,US,Fennville,42.621,-86.212
146028888113,50,The Pancake House,70611,US,Billings,45.752,-108.581
188978561103,80,The Market Cafe,3642,NL,Amsterdam,52.378,4.914
257698037827,68,Delish Cafe,26468,GB,London,51.515,-0.158
68719476779,44,The French Kitchen,77517,FR,Paris,48.863,2.372
249108103225,58,A Tasty Bite,55897,FR,Paris,48.855,2.333
146028888094,31,Bistro 42,70611,US,Grand Rapids,42.913,-85.532
214748364870,71,Fire and Spice,92040,GB,London,51.511,-0.186
34359738434,67,Crimson and Clover,50333,GB,London,51.514,-0.319
34359738372,5,The Hungry Hippo,50333,US,Enid,36.391,-97.922
25769803813,38,Cafe Viva,72230,US,Newport,44.638,-124.061
77309411342,15,The Pearl Kitchen,78190,US,Guymon,36.690,-101.474
25769803811,36,Blue Ocean Grill,72230,US,Jackson,43.484,-110.762
214748364842,43,The Food House,92040,US,Bellingham,48.781,-122.486
94489280563,52,The Red Door,95399,GB,London,51.494,-0.159
34359738374,7,Cafe Roma,50333,US,Virginia Beach,36.848,-75.984
94489280520,9,The Grill House,95399,US,Selma,36.563,-119.613
206158430212,5,The Hungry Hippo,53370,US,Jacksonville,30.480,-81.649
223338299432,41,The Daily Bread,36937,FR,Paris,48.871,2.338
42949672984,25,The Cozy Cafe,89646,ES,Barcelona,41.398,2.149
249108103174,7,Cafe Roma,55897,US,Myrtle Beach,33.722,-78.921
137438953506,35,Basilica Bistro,11038,AT,Vienna,48.188,16.273
77309411338,11,The Flaming Wok,78190,US,Memphis,35.206,-89.792
249108103213,46,The Italian Table,55897,IT,Milan,45.485,9.198
