id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng
197568495625,10,The Golden Spoon,24784,US,Decatur,34.578,-87.021
17179869242,59,Azalea Cafe,10902,FR,Paris,48.861,2.368
214748364826,27,The Corner Cafe,92040,US,Rapid City,44.080,-103.250
154618822706,51,The Pizzeria,41484,AT,Vienna,48.213,16.413
163208757312,65,Chef's Corner,96638,GB,London,51.495,-0.191
68719476763,28,The Spicy Pickle,77517,US,Grayling,44.657,-84.744
223338299419,28,The Spicy Pickle,36937,US,Oswego,43.452,-76.532
240518168650,75,Greenhouse Cafe,93164,NL,Amsterdam,52.370,4.897
128849018936,57,The Yellow Submarine,5679,FR,Paris,48.872,2.335
197568495635,20,The Brasserie,24784,US,Jeffersonville,39.616,-83.612
68719476768,33,The Blue Elephant,77517,IT,Milan,45.479,9.146
51539607582,31,Bistro 42,6934,IT,Milan,45.444,9.153
94489280554,43,The Food House,95399,FR,Paris,48.867,2.329
206158430215,8,The Green Olive,53370,US,Haltom City,32.789,-97.280
154618822657,2,Bella Cucina,41484,US,Fort Pierce,27.412,-80.391
17179869217,34,The Tasty Treat,10902,US,Green Bay,44.476,-88.077
8589934633,42,The Daily Scoop,12630,FR,Paris,48.854,2.343
240518168596,21,The Lazy Daisy,93164,US,Mendenhall,39.860,-75.646
171798691906,67,Crimson and Clover,65939,NL,Amsterdam,52.361,4.894
42949673022,63,Cafe Paris,89646,GB,London,51.508,-0.107
223338299416,25,The Cozy Cafe,36937,US,Great Barrington,42.238,-73.335
85899345943,24,The Fisherman's Catch,18952,ES,Barcelona,41.385,2.174
55,56,The Waffle House,47732,FR,Paris,48.887,2.300
231928234012,29,The Olive Branch,33573,IT,Milan,45.472,9.078
171798691866,27,The Corner Cafe,65939,IT,Milan,45.452,9.167
266287972381,30,The Wine Cellar,11263,US,Chicago,41.797,-87.723
8589934629,38,Cafe Viva,12630,AT,Vienna,48.204,16.389
34359738401,34,The Tasty Treat,50333,AT,Vienna,48.201,16.359
111669149720,25,The Cozy Cafe,84488,ES,Barcelona,41.384,2.171
42949673016,57,The Yellow Submarine,89646,FR,Paris,48.876,2.294
188978561059,36,Blue Ocean Grill,3642,US,Kennebunkport,43.363,-70.477
25769803787,12,The Wooden Spoon,72230,US,Napa,38.283,-122.289
120259084327,40,Crimson Cafe,59829,FR,Paris,48.857,2.331
249108103222,55,The Steak House,55897,FR,Paris,48.850,2.345
25769803795,20,The Brasserie,72230,ES,Barcelona,41.385,2.179
34359738395,28,The Spicy Pickle,50333,IT,Milan,45.470,9.195
111669149696,1,Savoria,84488,US,Port Aransas,27.831,-97.065
77309411331,4,The Blue Plate,78190,US,San Antonio,29.532,-98.560
240518168626,51,The Pizzeria,93164,AT,Vienna,48.164,16.322
214748364817,18,The Harvest Room,92040,ES,Barcelona,41.370,2.171
249108103199,32,The Orange Peeler,55897,ES,Barcelona,41.389,2.173
42949673007,48,The Local Cafe,89646,AT,Vienna,48.213,16.383
17179869255,72,Flamingo Cafe,10902,GB,London,51.505,-0.148
257698037821,62,Cafe Luminoso,26468,GB,London,51.480,-0.010
154618822735,80,The Market Cafe,41484,NL,Amsterdam,52.363,4.880
94489280558,47,The Juicy Burger,95399,FR,Paris,48.872,2.332
17179869198,15,The Pearl Kitchen,10902,US,Mariposa,37.487,-119.967
266287972411,60,Big City Grill,11263,US,Celina,48.875,2.342
60129542151,8,The Green Olive,71555,US,Colton,34.020,-117.338
231928234016,33,The Blue Elephant,33573,US,Umatilla,45.921,-119.289
85899345986,67,Crimson and Clover,18952,NL,Amsterdam,52.350,4.877
214748364878,79,The Huckleberry Cafe,92040,NL,Amsterdam,52.365,4.880
137438953513,42,The Daily Scoop,11038,FR,Paris,48.843,2.405
249108103180,13,The Firehouse,55897,US,Clinton,36.163,-84.085
120259084322,35,Basilica Bistro,59829,AT,Vienna,48.200,16.355
128849018881,2,Bella Cucina,5679,US,Clanton,32.803,-86.587
146028888075,12,The Wooden Spoon,70611,US,Burlington,36.070,-79.495
103079215117,14,The Gourmet Garden,4340,US,Victorville,34.507,-117.326
214748364807,8,The Green Olive,92040,US,Santa Barbara,34.440,-119.738
111669149700,5,The Hungry Hippo,84488,US,Tucson,32.220,-110.877
257698037804,45,The Green Bean,26468,FR,Paris,48.827,2.291
111669149750,55,The Steak House,84488,GB,London,51.492,-0.278
146028888140,77,Harvest Kitchen,70611,GB,London,51.501,-0.116
146028888101,38,Cafe Viva,70611,US,Bangor,44.791,-68.810
77309411381,54,The Spice House,78190,FR,Paris,48.884,2.333
34359738416,49,The Olive Tree,50333,FR,Paris,48.864,2.352
197568495639,24,The Fisherman's Catch,24784,US,Indiana,40.620,-79.130
146028888145,82,The Palate,70611,GB,London,51.517,-0.136
223338299433,42,The Daily Scoop,36937,FR,Paris,48.875,2.301
214748364864,65,Chef's Corner,92040,FR,Paris,48.897,2.343
188978561074,51,The Pizzeria,3642,AT,Vienna,48.213,16.380
197568495676,61,Blue Water Bistro,24784,FR,Paris,48.866,2.309
85899345983,64,Chateau de Cuisine,18952,GB,London,51.521,-0.092
137438953491,20,The Brasserie,11038,US,Erie,42.071,-80.039
128849018922,43,The Food House,5679,US,Moses Lake,47.104,-119.311
188978561025,2,Bella Cucina,3642,US,Palm Harbor,28.115,-82.740
223338299446,55,The Steak House,36937,GB,London,51.517,-0.118
240518168605,30,The Wine Cellar,93164,ES,Barcelona,41.390,2.136
68719476799,64,Chateau de Cuisine,77517,NL,Amsterdam,52.377,4.898
249108103228,61,Blue Water Bistro,55897,FR,Paris,48.884,2.331
128849018928,49,The Olive Tree,5679,FR,Paris,48.841,2.330
154618822677,22,The Red Pepper,41484,ES,Barcelona,41.381,2.181
146028888130,67,Crimson and Clover,70611,FR,Paris,48.872,2.324
85899345930,11,The Flaming Wok,18952,US,Mount Airy,36.487,-80.746
188978561061,38,Cafe Viva,3642,US,Fryeburg,44.016,-70.981
146028888090,27,The Corner Cafe,70611,ES,Barcelona,41.387,2.167
206158430248,41,The Daily Bread,53370,IT,Milan,45.452,9.176
25769803824,49,The Olive Tree,72230,AT,Vienna,48.209,16.354
197568495686,71,Fire and Spice,24784,FR,Paris,48.880,2.329
111669149702,7,Cafe Roma,84488,US,Montgomery,32.328,-86.338
51539607567,16,The Spice Tree,6934,US,Mount Sterling,39.974,-90.758
257698037818,59,Azalea Cafe,26468,FR,Paris,48.874,2.302
146028888124,61,Blue Water Bistro,70611,FR,Paris,48.848,2.349
8589934661,70,Earth and Vine,12630,NL,Amsterdam,52.351,4.873
171798691899,60,Big City Grill,65939,GB,London,51.517,-0.150
206158430286,79,The Huckleberry Cafe,53370,GB,London,51.506,-0.146
214748364841,42,The Daily Scoop,92040,AT,Vienna,48.222,16.357
249108103171,4,The Blue Plate,55897,US,Abbeville,31.552,-85.284
103079215163,60,Big City Grill,4340,FR,Paris,48.875,2.319
25769803829,54,The Spice House,72230,FR,Paris,48.868,2.331
111669149748,53,The Red Rooster,84488,US,Terre Haute,51.296,6.558
25,26,The Silver Spoon,47732,US,Crescent City,41.748,-124.203
223338299417,26,The Silver Spoon,36937,US,Freeport,42.279,-89.634
8589934650,59,Azalea Cafe,12630,GB,London,51.495,-0.184
214748364844,45,The Green Bean,92040,FR,Paris,48.840,2.303
154618822668,13,The Firehouse,41484,US,Gatlinburg,35.755,-83.457
171798691856,17,The Rustic Table,65939,ES,Barcelona,41.386,2.161
103079215175,72,Flamingo Cafe,4340,GB,London,51.516,-0.120
38,39,Cinnamon Grill,47732,IT,Milan,45.478,9.209
103079215178,75,Greenhouse Cafe,4340,NL,Amsterdam,52.350,4.891
180388626503,72,Flamingo Cafe,7531,NL,Amsterdam,52.370,4.889
51539607560,9,The Grill House,6934,US,Telluride,37.936,-107.813
231928234033,50,The Pancake House,33573,GB,London,51.505,-0.088
85899345932,13,The Firehouse,18952,US,Lebanon,37.659,-92.668
17179869261,78,The Hot Spot,10902,GB,London,51.516,-0.062
249108103231,64,Chateau de Cuisine,55897,GB,London,51.510,-0.130
94489280556,45,The Green Bean,95399,FR,Paris,48.868,2.333
206158430220,13,The Firehouse,53370,US,Glasgow,36.985,-85.934
77309411380,53,The Red Rooster,78190,FR,Paris,48.882,2.282
180388626476,45,The Green Bean,7531,FR,Paris,48.860,2.309
60129542189,46,The Italian Table,71555,FR,Paris,48.857,2.332
257698037826,67,Crimson and Clover,26468,GB,London,51.512,-0.138
206158430280,73,Fresh Harvest,53370,GB,London,51.495,-0.182
94489280538,27,The Corner Cafe,95399,ES,Barcelona,41.394,2.160
154618822733,78,The Hot Spot,41484,GB,London,51.522,-0.143
103079215148,45,The Green Bean,4340,US,Woodburn,45.152,-122.884
146028888084,21,The Lazy Daisy,70611,US,Englewood,39.567,-104.868
51539607561,10,The Golden Spoon,6934,US,Napa,38.315,-122.276
94489280535,24,The Fisherman's Catch,95399,ES,Barcelona,41.390,2.142
266287972385,34,The Tasty Treat,11263,US,Mccall,44.911,-116.098
257698037771,12,The Wooden Spoon,26468,US,Lake Lure,35.452,-82.172
266287972380,29,The Olive Branch,11263,US,Coudersport,41.773,-78.021
223338299422,31,Bistro 42,36937,IT,Milan,45.465,9.190
180388626469,38,Cafe Viva,7531,AT,Vienna,48.195,16.346
111669149729,34,The Tasty Treat,84488,US,Hill City,43.944,-103.535
85899345977,58,A Tasty Bite,18952,GB,London,51.514,-0.183
180388626480,49,The Olive Tree,7531,FR,Paris,48.868,2.337
60129542156,13,The Firehouse,71555,US,Millington,35.367,-89.887
17179869250,67,Crimson and Clover,10902,GB,London,51.495,-0.187
42949672973,14,The Gourmet Garden,89646,US,Stockton,37.956,-121.328
249108103169,2,Bella Cucina,55897,US,Sarasota,27.300,-82.450
197568495659,44,The French Kitchen,24784,AT,Vienna,48.176,16.420
206158430208,1,Savoria,53370,US,Annapolis,15.499,-88.038
60129542144,1,Savoria,71555,US,Mont Belvieu,20.875,-86.868
223338299415,24,The Fisherman's Catch,36937,ES,Barcelona,41.402,2.212
