id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng
240518168622,47,The Juicy Burger,93164,IT,Milan,45.463,9.184
51539607601,50,The Pancake House,6934,FR,Paris,48.874,2.300
206158430276,69,Dragonfly Cafe,53370,FR,Paris,48.882,2.313
13,14,The Gourmet Garden,47732,US,Champaign,40.131,-88.244
34359738396,29,The Olive Branch,50333,IT,Milan,45.471,9.157
53,54,The Spice House,47732,FR,Paris,48.873,2.349
188978561028,5,The Hungry Hippo,3642,US,Enterprise,31.327,-85.836
231928234015,32,The Orange Peeler,33573,IT,Milan,45.516,9.227
206158430279,72,Flamingo Cafe,53370,GB,London,51.493,-0.127
120259084300,13,The Firehouse,59829,US,Branson,36.633,-93.272
17179869184,1,Savoria,10902,US,Arvada,-8.700,115.164
206158430236,29,The Olive Branch,53370,ES,Barcelona,41.396,2.162
180388626455,24,The Fisherman's Catch,7531,US,Hobart,42.990,-78.742
214748364810,11,The Flaming Wok,92040,US,Jellico,36.588,-84.127
214748364818,19,The Tasting Room,92040,US,Bowlinggreen,41.374,-83.608
137438953473,2,Bella Cucina,11038,US,Grand Prairie,32.784,-97.060
103079215157,54,The Spice House,4340,FR,Paris,48.847,2.283
146028888148,85,The Plum Cafe,70611,NL,Amsterdam,52.370,4.861
266287972432,81,The Oak Room,11263,GB,London,51.546,-0.055
249108103209,42,The Daily Scoop,55897,US,Tigerton,44.750,-89.066
60129542206,63,Cafe Paris,71555,GB,London,51.520,-0.158
266287972410,59,Azalea Cafe,11263,FR,Paris,48.872,2.297
257698037817,58,A Tasty Bite,26468,FR,Paris,48.871,2.343
85899345933,14,The Gourmet Garden,18952,US,Rohnert Park,38.364,-122.715
8589934639,48,The Local Cafe,12630,FR,Paris,48.875,2.326
146028888146,83,The Pantry,70611,NL,Amsterdam,52.335,4.889
266287972407,56,The Waffle House,11263,FR,Paris,48.871,2.298
77309411379,52,The Red Door,78190,FR,Paris,48.868,2.321
154618822705,50,The Pancake House,41484,AT,Vienna,48.211,16.374
154618822715,60,Big City Grill,41484,FR,Paris,48.874,2.322
249108103237,70,Earth and Vine,55897,GB,London,51.519,-0.135
197568495620,5,The Hungry Hippo,24784,US,Mobile,30.688,-88.041
85899345974,55,The Steak House,18952,GB,London,51.494,-0.188
17179869190,7,Cafe Roma,10902,US,Duluth,33.951,-84.125
137438953528,57,The Yellow Submarine,11038,GB,London,51.527,-0.132
180388626502,71,Fire and Spice,7531,NL,Amsterdam,52.368,4.868
128849018933,54,The Spice House,5679,FR,Paris,48.866,2.326
42949673014,55,The Steak House,89646,FR,Paris,48.872,2.303
120259084323,36,Blue Ocean Grill,59829,FR,Paris,48.832,2.354
128849018953,74,Garden of Eatin',5679,GB,London,51.524,-0.185
214748364865,66,City Bites,92040,GB,London,51.490,-0.138
137438953530,59,Azalea Cafe,11038,NL,Amsterdam,52.338,4.818
257698037764,5,The Hungry Hippo,26468,US,New Orleans,29.952,-90.071
188978561030,7,Cafe Roma,3642,US,Jacksonville,31.965,-95.255
171798691881,42,The Daily Scoop,65939,FR,Paris,48.846,2.324
103079215167,64,Chateau de Cuisine,4340,GB,London,51.505,-0.126
128849018920,41,The Daily Bread,5679,IT,Milan,45.502,9.222
163208757318,71,Fire and Spice,96638,GB,London,51.522,-0.153
249108103182,15,The Pearl Kitchen,55897,US,Marina,36.699,-121.806
266287972370,19,The Tasting Room,11263,US,Percival,40.690,-95.789
214748364809,10,The Golden Spoon,92040,US,El Reno,35.505,-97.973
180388626460,29,The Olive Branch,7531,US,Gaylord,44.556,-94.224
180388626464,33,The Blue Elephant,7531,IT,Milan,45.478,9.203
163208757267,20,The Brasserie,96638,US,Bellmawr,39.864,-75.078
103079215133,30,The Wine Cellar,4340,US,Drums,41.033,-75.953
171798691869,30,The Wine Cellar,65939,IT,Milan,45.469,9.195
197568495695,80,The Market Cafe,24784,GB,London,51.505,-0.099
29,30,The Wine Cellar,47732,US,Canyonville,42.944,-123.291
128849018932,53,The Red Rooster,5679,FR,Paris,48.858,2.280
197568495661,46,The Italian Table,24784,AT,Vienna,48.195,16.384
137438953483,12,The Wooden Spoon,11038,US,Denver,39.915,-104.993
17179869201,18,The Harvest Room,10902,US,Rehoboth Beach,38.717,-75.082
103079215122,19,The Tasting Room,4340,US,Emporia,36.707,-77.560
128849018912,33,The Blue Elephant,5679,US,Camden,44.202,-69.075
163208757251,4,The Blue Plate,96638,US,Vicksburg,32.314,-90.899
51539607595,44,The French Kitchen,6934,FR,Paris,48.863,2.338
94489280570,59,Azalea Cafe,95399,GB,London,51.520,-0.122
68719476739,4,The Blue Plate,77517,US,Junction,30.494,-99.778
94489280553,42,The Daily Scoop,95399,FR,Paris,48.866,2.283
146028888093,30,The Wine Cellar,70611,US,Albany,42.687,-73.815
146028888141,78,The Hot Spot,70611,GB,London,51.503,-0.152
68719476794,59,Azalea Cafe,77517,GB,London,51.516,-0.180
206158430217,10,The Golden Spoon,53370,US,Barstow,34.891,-117.003
214748364829,30,The Wine Cellar,92040,US,Eau Claire,44.844,-91.596
231928233997,14,The Gourmet Garden,33573,US,Stirling City,39.904,-121.527
206158430228,21,The Lazy Daisy,53370,US,Exton,40.362,-75.626
231928234037,54,The Spice House,33573,GB,London,51.517,-0.070
154618822690,35,Basilica Bistro,41484,US,Clare,43.830,-84.788
77309411374,47,The Juicy Burger,78190,FR,Paris,48.858,2.353
180388626481,50,The Pancake House,7531,FR,Paris,48.871,2.330
231928234003,20,The Brasserie,33573,ES,Barcelona,41.405,2.129
188978561037,14,The Gourmet Garden,3642,US,Chattanooga,34.991,-85.208
163208757286,39,Cinnamon Grill,96638,US,Spearfish,44.480,-103.814
223338299426,35,Basilica Bistro,36937,US,Jamestown,46.882,-98.715
188978561033,10,The Golden Spoon,3642,US,Hope,33.684,-93.612
163208757323,76,Happy Hour Cafe,96638,NL,Amsterdam,52.371,4.894
60129542170,27,The Corner Cafe,71555,ES,Barcelona,41.382,2.184
257698037811,52,The Red Door,26468,FR,Paris,48.864,2.341
146028888127,64,Chateau de Cuisine,70611,FR,Paris,48.861,2.379
68719476773,38,Cafe Viva,77517,US,Kalispell,48.182,-114.305
111669149697,2,Bella Cucina,84488,US,Orlando,28.407,-81.405
8589934607,16,The Spice Tree,12630,US,Burlington,39.299,-102.278
60129542197,54,The Spice House,71555,FR,Paris,48.876,2.359
60129542180,37,Cafe Crepe,71555,AT,Vienna,48.205,16.369
214748364855,56,The Waffle House,92040,FR,Paris,48.865,2.329
42949673017,58,A Tasty Bite,89646,FR,Paris,48.876,2.300
111669149703,8,The Green Olive,84488,US,Birmingham,33.520,-86.809
206158430271,64,Chateau de Cuisine,53370,FR,Paris,48.864,2.366
25769803797,22,The Red Pepper,72230,ES,Barcelona,41.392,2.162
111669149728,33,The Blue Elephant,84488,US,Brockton,42.064,-71.058
154618822683,28,The Spicy Pickle,41484,US,Narragansett,41.432,-71.462
85899345984,65,Chef's Corner,18952,GB,London,51.537,-0.002
249108103185,18,The Harvest Room,55897,US,San Francisco,37.792,-122.401
34359738440,73,Fresh Harvest,50333,NL,Amsterdam,52.354,4.866
206158430265,58,A Tasty Bite,53370,FR,Paris,48.844,2.316
249108103215,48,The Local Cafe,55897,IT,Milan,45.514,9.119
103079215170,67,Crimson and Clover,4340,GB,London,51.510,-0.188
51539607606,55,The Steak House,6934,GB,London,51.513,-0.187
94489280551,40,Crimson Cafe,95399,FR,Paris,48.838,2.306
146028888142,79,The Huckleberry Cafe,70611,GB,London,51.507,-0.129
8589934651,60,Big City Grill,12630,GB,London,51.497,-0.158
25769803816,41,The Daily Bread,72230,IT,Milan,45.466,9.192
163208757297,50,The Pancake House,96638,AT,Vienna,48.234,16.421
266287972376,25,The Cozy Cafe,11263,ES,Barcelona,41.394,2.164
188978561058,35,Basilica Bistro,3642,US,Madison,43.073,-89.440
66,67,Crimson and Clover,47732,NL,Amsterdam,52.350,4.876
146028888096,33,The Blue Elephant,70611,US,Decorah,43.292,-91.797
214748364873,74,Garden of Eatin',92040,GB,London,51.517,-0.137
60129542199,56,The Waffle House,71555,GB,London,51.474,-0.019
94489280559,48,The Local Cafe,95399,FR,Paris,48.873,2.336
188978561102,79,The Huckleberry Cafe,3642,GB,London,51.583,-0.217
180388626440,9,The Grill House,7531,US,Max Meadows,36.941,-80.944
128849018948,69,Dragonfly Cafe,5679,GB,London,51.508,-0.144
51539607577,26,The Silver Spoon,6934,US,Archbald,41.494,-75.592
171798691880,41,The Daily Bread,65939,FR,Paris,48.845,2.352
154618822669,14,The Gourmet Garden,41484,US,Franklin,35.911,-86.823
111669149716,21,The Lazy Daisy,84488,US,Bloomington,40.460,-88.977
231928234044,61,Blue Water Bistro,33573,US,Harleigh,54.153,11.754
180388626492,61,Blue Water Bistro,7531,GB,London,51.508,-0.155
85899345922,3,Spice Bazaar,18952,US,West Palm Beach,26.691,-80.073
103079215158,55,The Steak House,4340,FR,Paris,48.861,2.343
8589934638,47,The Juicy Burger,12630,FR,Paris,48.871,2.326
197568495658,43,The Food House,24784,US,Mohawk,47.415,-88.299
34359738409,42,The Daily Scoop,50333,FR,Paris,48.846,2.345
111669149708,13,The Firehouse,84488,US,Yellville,36.105,-92.611
154618822712,57,The Yellow Submarine,41484,FR,Paris,48.861,2.311
206158430241,34,The Tasty Treat,53370,US,Hampton,42.910,-70.813
42949672980,21,The Lazy Daisy,89646,ES,Barcelona,41.384,2.151
154618822708,53,The Red Rooster,41484,FR,Paris,48.853,2.330
43,44,The French Kitchen,47732,AT,Vienna,48.192,16.355
214748364845,46,The Italian Table,92040,FR,Paris 06,48.845,2.321
197568495644,29,The Olive Branch,24784,ES,Barcelona,41.391,2.159
34359738383,16,The Spice Tree,50333,ES,Barcelona,41.380,2.181
77309411341,14,The Gourmet Garden,78190,US,Bull Shoals,36.382,-92.591
171798691846,7,Cafe Roma,65939,US,Rocky Mount,35.979,-77.847
8589934632,41,The Daily Bread,12630,FR,Paris,48.847,2.326
231928234038,55,The Steak House,33573,NL,Amsterdam,52.331,4.877
266287972425,74,Garden of Eatin',11263,GB,London,51.507,0.039
214748364875,76,Happy Hour Cafe,92040,GB,London,51.524,-0.079
266287972398,47,The Juicy Burger,11263,FR,Paris,48.830,2.284
171798691877,38,Cafe Viva,65939,AT,Vienna,48.197,16.367
206158430277,70,Earth and Vine,53370,US,Raymond,50.940,6.961
188978561057,34,The Tasty Treat,3642,US,Fitchburg,42.546,-71.853
171798691892,53,The Red Rooster,65939,US,Northbrook,50.107,8.761
34359738443,76,Happy Hour Cafe,50333,NL,Amsterdam,52.365,4.884
249108103196,29,The Olive Branch,55897,ES,Barcelona,41.383,2.172
128849018942,63,Cafe Paris,5679,GB,London,51.478,-0.014
25769803827,52,The Red Door,72230,FR,Paris,48.857,2.327
8589934659,68,Delish Cafe,12630,NL,Amsterdam,52.334,4.888
60129542211,68,Delish Cafe,71555,NL,Amsterdam,52.347,4.831
85899345923,4,The Blue Plate,18952,US,Bisbee,31.443,-109.913
60129542175,32,The Orange Peeler,71555,ES,Barcelona,41.394,2.112
240518168578,3,Spice Bazaar,93164,US,Houston,29.751,-95.360
197568495660,45,The Green Bean,24784,AT,Vienna,48.183,16.332
8589934628,37,Cafe Crepe,12630,US,Yakima,46.614,-120.512
103079215150,47,The Juicy Burger,4340,IT,Milan,45.488,9.202
